id,lat,long,type,adress,total_volume,free_volume,purpose
11169615811,59.7593103,30.3203882,outpost,"Ozon, 3, улица Георгия Гречко, округ Пулковский меридиан, Санкт-Петербург, Северо-Западный федеральный округ, 196140, Россия",446,212,Ozon
11304454347,60.0420411,30.3997965,outpost,"Ozon, 70 к1, Светлановский проспект, округ Прометей, Санкт-Петербург, Северо-Западный федеральный округ, 195297, Россия",254,158,Ozon
10756767154,59.8713523,30.378668,parcel_locker,"Купчинские ворота, 23 к1, Бухарестская улица, округ Волковское, Санкт-Петербург, Северо-Западный федеральный округ, 192242, Россия",41,20,5post
11169615790,60.0333338,30.2968167,outpost,"Ozon, 1, Афанасьевская улица, Мартыновка, округ Коломяги, Санкт-Петербург, Северо-Западный федеральный округ, 197375, Россия",242,192,Ozon
10844090844,60.054575,30.337361,outpost,"Ozon, 143 к1, проспект Энгельса, Шувалово-Озерки, округ Сергиевское, Санкт-Петербург, Северо-Западный федеральный округ, 194358, Россия",316,160,Ozon
10844090829,59.8963798,30.490813,outpost,"Ozon, 33 к1, проспект Большевиков, округ № 54, Санкт-Петербург, Северо-Западный федеральный округ, 193232, Россия",234,113,Ozon
9076552607,59.8548973,30.3006269,outpost,"Ozon, 76 к2, Краснопутиловская улица, округ Новоизмайловское, Санкт-Петербург, Северо-Западный федеральный округ, 196247, Россия",334,132,Ozon
11169616010,60.0537395,30.3119288,outpost,"17 к2, Выборгское шоссе, 1-е Парголово, округ Шувалово-Озерки, Санкт-Петербург, Северо-Западный федеральный округ, 194355, Россия",282,164,Ozon
10594249705,59.8675656,30.2684443,outpost,"Бизнес-центр «Весна», 15, Автовская улица, Автово, округ Автово, Санкт-Петербург, Северо-Западный федеральный округ, 198152, Россия",246,169,Wildberries
11169616046,59.9094107,30.3242397,outpost,"Ozon, 82 литА, набережная Обводного канала, округ Московская застава, Санкт-Петербург, Северо-Западный федеральный округ, 196284, Россия",352,211,Ozon
10578577138,60.0369706,30.3652064,outpost,"Wildberries, 76 к2, проспект Луначарского, округ № 15, Санкт-Петербург, Северо-Западный федеральный округ, 194291, Россия",536,326,Wildberries
11169615900,60.0002696,30.2537861,outpost,"20 к1, Гаккелевская улица, округ № 65, Санкт-Петербург, Северо-Западный федеральный округ, 197372, Россия",441,339,Ozon
10992630653,59.9550077,30.2978094,outpost,"Яндекс.Маркет, 3, Большая Пушкарская улица, Петроградская сторона, Введенский округ, Санкт-Петербург, Северо-Западный федеральный округ, 197198, Россия",441,332,Яндекс.Маркет
10844090963,59.9592846,30.219588,outpost,"Ozon, 35 к1, Морская набережная, округ Остров Декабристов, Санкт-Петербург, Северо-Западный федеральный округ, 199058, Россия",298,279,Ozon
9076609824,60.003154,30.357397,outpost,"Ozon, 30, проспект Тореза, Сосновка, округ Светлановское, Санкт-Петербург, Северо-Западный федеральный округ, 194021, Россия",353,179,Ozon
11164995326,59.8513635,30.2476806,outpost,"115, Ленинский проспект, Дачное, округ Дачное, Санкт-Петербург, Северо-Западный федеральный округ, 198207, Россия",337,71,Wildberries
11169615789,59.981074,30.348085,outpost,"Ozon, 6, Диагональная улица, Батенинский жилмассив, Выборгская сторона, округ Сампсониевское, Санкт-Петербург, Северо-Западный федеральный округ, 194100, Россия",326,164,Ozon
10217195778,59.9458777,30.497416,parcel_locker,"Зебра, 30 к1, проспект Косыгина, округ Ржевка, Санкт-Петербург, Северо-Западный федеральный округ, 195298, Россия",23,11,PickPoint
9866076596,59.7311197,30.5884936,outpost,"56, Заводской проспект, Вертолёт, Колпино, Санкт-Петербург, Северо-Западный федеральный округ, 196657, Россия",307,103,Ozon
10651606817,59.8615042,30.4174105,outpost,"Софийская улица, Обухово, Александровский округ, Санкт-Петербург, Северо-Западный федеральный округ, 192249, Россия",238,155,Петрович
11169615722,59.877786,30.407892,outpost,"Ozon, Фарфоровский Пост, округ № 72, Санкт-Петербург, Северо-Западный федеральный округ, 192241, Россия",480,267,Ozon
9076615567,59.9452511,30.2171633,outpost,"21 к1 литД, улица Кораблестроителей, Морской, округ Морской, Санкт-Петербург, Северо-Западный федеральный округ, 199226, Россия",331,172,Ozon
9076609153,59.739114,30.466971,outpost,"Ozon, 14-16, Ростовская улица, Славянка, Шушары, Санкт-Петербург, Северо-Западный федеральный округ, 196634, Россия",548,314,Ozon
9076608867,60.0929284,29.961589,outpost,"Ozon, 5, улица Воскова, Канонерка, Курорт, Сестрорецк, Санкт-Петербург, Северо-Западный федеральный округ, 197706, Россия",246,194,Ozon
7792050787,59.7553833,30.3704454,parcel_locker,"Ozon Box, Переведенская улица, Пулковское, Шушары, Санкт-Петербург, Северо-Западный федеральный округ, 196605, Россия",41,16,Ozon Box
11304463558,60.0310032,30.1300912,outpost,"Ozon, 13, Ивинская улица, округ Лахта-Ольгино, Санкт-Петербург, Северо-Западный федеральный округ, 197228, Россия",260,112,Ozon
10844090945,60.0033084,30.2912807,outpost,"Ozon, 6 к1, проспект Испытателей, Комендантский аэродром, округ Комендантский аэродром, Санкт-Петербург, Северо-Западный федеральный округ, 197348, Россия",438,334,Ozon
9866112764,60.0550828,30.3214313,outpost,"Озон, 7 к1, проспект Просвещения, 1-е Парголово, округ Шувалово-Озерки, Санкт-Петербург, Северо-Западный федеральный округ, 194355, Россия",569,325,Ozon
6590078374,59.9188189,30.2784521,outpost,"19-21, Псковская улица, Коломна, округ Коломна, Санкт-Петербург, Северо-Западный федеральный округ, 190008, Россия",223,105,Ozon.ru
10844090738,60.0158374,30.2857635,outpost,"Ozon, 10, Парашютная улица, Комендантский аэродром, округ Комендантский аэродром, Санкт-Петербург, Северо-Западный федеральный округ, 197341, Россия",369,241,Ozon
