id,lat,long,type,adress,total_volume,free_volume,purpose
10608795262,60.0416865,30.3316855,outpost,"13 к1, проспект Луначарского, округ Сосновское, Санкт-Петербург, Северо-Западный федеральный округ, 194354, Россия",448,263,Яндекс.Маркет
11169615868,59.8744927,30.3870571,outpost,"20 к1, улица Белы Куна, округ Волковское, Санкт-Петербург, Северо-Западный федеральный округ, 192242, Россия",244,93,Ozon
11304454301,60.0083937,30.2576416,outpost,"Ozon, 12, Комендантский проспект, Озеро Долгое, округ Озеро Долгое, Санкт-Петербург, Северо-Западный федеральный округ, 197372, Россия",358,152,Ozon
9076609943,59.9897338,30.3682432,outpost,"6 к1, Кушелевская дорога, Кушелевка, округ Пискарёвка, Санкт-Петербург, Северо-Западный федеральный округ, 195220, Россия",221,133,Ozon
11360168658,59.923853,30.2438731,parcel_locker,"34, Кожевенная линия, Гавань, округ Гавань, Санкт-Петербург, Северо-Западный федеральный округ, 199106, Россия",32,15,Яндекс Маркет
4712110603,59.9101713,30.3077214,outpost,"20, Измайловский проспект, округ Измайловское, Санкт-Петербург, Северо-Западный федеральный округ, 190005, Россия",321,222,Wildberries
9076609587,59.924705,30.452605,outpost,"15 к8, проспект Пятилеток, округ Правобережный, Санкт-Петербург, Северо-Западный федеральный округ, 193318, Россия",256,121,Ozon
9412542931,60.037627,30.3251505,parcel_locker,"Пактор, 113 к1 литА, проспект Энгельса, округ Сосновское, Санкт-Петербург, Северо-Западный федеральный округ, 194354, Россия",41,25,Ozon Box
11169615713,60.0822441,30.3490823,outpost,"Ozon, 45 к2, Заречная улица, Торфяное, Парголово, Санкт-Петербург, Северо-Западный федеральный округ, 194363, Россия",371,171,Ozon
10605851261,60.0022393,30.2070228,outpost,"ЖК «Победитель», 45 к1, улица Оптиков, Северо-Приморская часть, округ № 65, Санкт-Петербург, Северо-Западный федеральный округ, 197374, Россия",355,248,Wildberries
